ecco i dati presenti nel file data.dat ordinari in senso crescente:

1)	3.7219
2)	3.7227
3)	3.73699
4)	3.86642
5)	3.97295
6)	3.99037
7)	4.02844
8)	4.05346
9)	4.069
10)	4.07591
11)	4.09318
12)	4.10141
13)	4.10267
14)	4.12382
15)	4.13666
16)	4.14662
17)	4.15511
18)	4.15813
19)	4.17429
20)	4.18663
21)	4.23664
22)	4.25326
23)	4.25495
24)	4.27537
25)	4.28035
26)	4.29395
27)	4.31512
28)	4.33003
29)	4.33111
30)	4.33239
31)	4.33738
32)	4.35078
33)	4.35086
34)	4.3561
35)	4.36856
36)	4.37151
37)	4.37646
38)	4.38288
39)	4.38517
40)	4.38867
41)	4.3941
42)	4.40706
43)	4.40826
44)	4.41384
45)	4.41765
46)	4.41939
47)	4.42574
48)	4.43033
49)	4.4323
50)	4.43269
51)	4.46428
52)	4.4657
53)	4.47144
54)	4.47584
55)	4.47652
56)	4.4891
57)	4.4906
58)	4.49531
59)	4.49789
60)	4.50882
61)	4.51669
62)	4.52967
63)	4.53062
64)	4.53077
65)	4.53623
66)	4.53859
67)	4.54134
68)	4.5461
69)	4.55605
70)	4.56015
71)	4.56139
72)	4.56153
73)	4.57623
74)	4.59494
75)	4.59523
76)	4.60257
77)	4.60417
78)	4.60651
79)	4.61567
80)	4.61996
81)	4.62319
82)	4.62661
83)	4.62693
84)	4.63158
85)	4.63214
86)	4.63629
87)	4.64102
88)	4.64367
89)	4.64518
90)	4.65568
91)	4.6562
92)	4.66577
93)	4.67019
94)	4.67038
95)	4.67183
96)	4.67371
97)	4.67593
98)	4.67815
99)	4.6786
100)	4.68303
101)	4.68429
102)	4.68683
103)	4.68717
104)	4.69188
105)	4.70159
106)	4.70469
107)	4.70502
108)	4.70571
109)	4.71132
110)	4.71491
111)	4.72638
112)	4.73051
113)	4.73589
114)	4.73838
115)	4.73844
116)	4.74186
117)	4.74346
118)	4.74835
119)	4.74838
120)	4.75205
121)	4.76173
122)	4.76613
123)	4.76699
124)	4.76836
125)	4.77027
126)	4.7711
127)	4.77235
128)	4.77361
129)	4.77557
130)	4.7758
131)	4.78604
132)	4.78777
133)	4.79491
134)	4.80646
135)	4.81222
136)	4.81414
137)	4.8144
138)	4.81464
139)	4.81575
140)	4.81597
141)	4.81846
142)	4.81961
143)	4.82394
144)	4.83394
145)	4.83477
146)	4.83503
147)	4.83939
148)	4.84263
149)	4.84392
150)	4.84415
151)	4.84434
152)	4.84542
153)	4.84572
154)	4.85058
155)	4.85287
156)	4.85496
157)	4.85779
158)	4.86072
159)	4.86386
160)	4.86977
161)	4.87717
162)	4.87835
163)	4.88032
164)	4.88754
165)	4.89075
166)	4.89203
167)	4.897
168)	4.89923
169)	4.90009
170)	4.90099
171)	4.90682
172)	4.90833
173)	4.91277
174)	4.91385
175)	4.91708
176)	4.92361
177)	4.9253
178)	4.92773
179)	4.92846
180)	4.92859
181)	4.92913
182)	4.92917
183)	4.93108
184)	4.93125
185)	4.93183
186)	4.93572
187)	4.94029
188)	4.94496
189)	4.94924
190)	4.94949
191)	4.9535
192)	4.95368
193)	4.95436
194)	4.95735
195)	4.95842
196)	4.95928
197)	4.96116
198)	4.96453
199)	4.96455
200)	4.96956
201)	4.97015
202)	4.97055
203)	4.971
204)	4.97426
205)	4.97479
206)	4.97511
207)	4.976
208)	4.98036
209)	4.98092
210)	4.98219
211)	4.98339
212)	4.98351
213)	4.98723
214)	4.98788
215)	4.99037
216)	4.99095
217)	4.99157
218)	4.99268
219)	4.99301
220)	4.99508
221)	4.99962
222)	5.00027
223)	5.00221
224)	5.00398
225)	5.00575
226)	5.01268
227)	5.01552
228)	5.01578
229)	5.01758
230)	5.01782
231)	5.02098
232)	5.03515
233)	5.03522
234)	5.03555
235)	5.03647
236)	5.03665
237)	5.03823
238)	5.03916
239)	5.03984
240)	5.04059
241)	5.04193
242)	5.04239
243)	5.04432
244)	5.05053
245)	5.05735
246)	5.05901
247)	5.06102
248)	5.0611
249)	5.06207
250)	5.06207
251)	5.06917
252)	5.06919
253)	5.07024
254)	5.07087
255)	5.071
256)	5.07103
257)	5.0793
258)	5.08109
259)	5.08223
260)	5.08281
261)	5.08429
262)	5.08836
263)	5.09239
264)	5.09539
265)	5.09597
266)	5.09643
267)	5.10306
268)	5.10475
269)	5.10741
270)	5.10866
271)	5.10959
272)	5.11367
273)	5.11606
274)	5.11626
275)	5.1186
276)	5.11915
277)	5.12022
278)	5.12023
279)	5.12153
280)	5.12291
281)	5.12377
282)	5.1269
283)	5.12819
284)	5.12832
285)	5.13224
286)	5.13435
287)	5.13472
288)	5.13707
289)	5.13896
290)	5.13933
291)	5.14007
292)	5.14094
293)	5.1417
294)	5.14256
295)	5.14302
296)	5.14772
297)	5.1518
298)	5.15337
299)	5.15402
300)	5.15563
301)	5.15827
302)	5.15893
303)	5.15942
304)	5.15942
305)	5.16048
306)	5.16249
307)	5.16548
308)	5.16729
309)	5.16834
310)	5.17124
311)	5.17736
312)	5.18044
313)	5.18171
314)	5.18172
315)	5.18186
316)	5.18273
317)	5.18511
318)	5.18797
319)	5.19226
320)	5.19374
321)	5.19376
322)	5.1955
323)	5.1978
324)	5.20198
325)	5.20402
326)	5.20902
327)	5.20997
328)	5.21087
329)	5.21544
330)	5.21694
331)	5.21716
332)	5.21867
333)	5.22095
334)	5.22157
335)	5.22205
336)	5.22728
337)	5.22811
338)	5.22933
339)	5.23113
340)	5.23153
341)	5.23234
342)	5.2326
343)	5.23545
344)	5.24073
345)	5.24081
346)	5.24282
347)	5.24332
348)	5.24497
349)	5.24521
350)	5.24767
351)	5.24817
352)	5.2496
353)	5.25039
354)	5.25159
355)	5.25504
356)	5.25555
357)	5.25654
358)	5.25978
359)	5.26441
360)	5.26575
361)	5.26616
362)	5.26636
363)	5.26712
364)	5.26743
365)	5.26758
366)	5.26793
367)	5.26878
368)	5.27141
369)	5.27418
370)	5.27561
371)	5.27578
372)	5.27644
373)	5.27811
374)	5.28045
375)	5.28045
376)	5.28174
377)	5.28216
378)	5.2838
379)	5.28518
380)	5.28609
381)	5.28643
382)	5.28659
383)	5.28829
384)	5.28873
385)	5.28911
386)	5.28913
387)	5.29047
388)	5.29119
389)	5.29122
390)	5.29179
391)	5.29243
392)	5.29307
393)	5.29844
394)	5.29865
395)	5.29949
396)	5.29966
397)	5.29971
398)	5.29996
399)	5.30095
400)	5.30212
401)	5.30241
402)	5.30371
403)	5.30551
404)	5.30634
405)	5.30689
406)	5.3074
407)	5.30758
408)	5.30832
409)	5.31142
410)	5.31153
411)	5.3125
412)	5.3133
413)	5.31531
414)	5.3168
415)	5.31689
416)	5.31741
417)	5.31848
418)	5.31966
419)	5.32066
420)	5.3213
421)	5.32382
422)	5.32401
423)	5.32578
424)	5.3281
425)	5.32847
426)	5.32871
427)	5.32892
428)	5.33025
429)	5.33189
430)	5.33407
431)	5.33862
432)	5.33982
433)	5.34071
434)	5.34108
435)	5.34111
436)	5.34148
437)	5.34158
438)	5.3419
439)	5.34273
440)	5.3434
441)	5.34474
442)	5.34847
443)	5.35208
444)	5.35239
445)	5.35329
446)	5.35465
447)	5.35553
448)	5.35647
449)	5.35652
450)	5.3589
451)	5.35927
452)	5.35973
453)	5.36167
454)	5.36332
455)	5.36347
456)	5.36411
457)	5.36458
458)	5.36605
459)	5.36672
460)	5.367
461)	5.36783
462)	5.36916
463)	5.37226
464)	5.37247
465)	5.37265
466)	5.37305
467)	5.37604
468)	5.37796
469)	5.37906
470)	5.37906
471)	5.38007
472)	5.38058
473)	5.38168
474)	5.38278
475)	5.38454
476)	5.38583
477)	5.3863
478)	5.38663
479)	5.38716
480)	5.38958
481)	5.39174
482)	5.39242
483)	5.39248
484)	5.39305
485)	5.39509
486)	5.3954
487)	5.39552
